key,context,en,de,es,fr,pt,it,nl,pl,ru,ja,zh,pt_BR,bg,cs,da,et,fi,el,hu,lv,lt,ro,sk,sl,sv,hi,af,sq,am,ar,hy,az,bn,eu,be,my,ca,hr,is,id,kn,kk,km,ko,ky,lo,mk,ms,ml,mn,ne,no,fa,pa,rm,si,ta,te,th,tr,uk,ur,vi,zu,fil,gl,ka,he,sr,gu,sw
email_address,,Email Address,E-Mail-Adresse,Dirección de correo electrónico,Adresse e-mail,Endereço de e-mail,Indirizzo email,E-mailadres,Adres e-mail,Адрес электронной почты,メールアドレス,电子邮件地址,Endereço de email,Имейл адрес,Emailová adresa,E-mailadresse,E-posti aadress,Sähköpostiosoite,Διεύθυνση Email,E-mail cím,E-pasta adrese,El. pašto adresas,Adresa de email,Emailová adresa,E-poštni naslov,E-postadress,ईमेल पता,E-posadres,Adresa e Email-it,ኢሜል አድራሻ,عنوان البريد الإلكتروني,Էլեկտրոնային Հասցե,Elektron poçt ünvanı,ইমেইল ঠিকানা,Helbide elektronikoa,Адрас электроннай пошты,အီးမေးလ် လိပ်စာ,Adreça electrònica,Adresa e-pošte,Tölvupóstfang,Alamat Email,ಇಮೇಲ್ ವಿಳಾಸ,Электрондық пошта мекенжайы,អាសយដ្ឋានអ៊ីមែល,이메일 주소,Электрондук почтанын дареги,ທີ່ຢູ່ອີເມລ,Е-поштенска адреса,Alamat E-mel,ഇമെയിൽ വിലാസം,Имэйл хаяг,ईमेल ठेगाना,E-postadresse,آدرس ایمیل,ਈਮੇਲ ਪਤਾ,Adressa d'e-mail,ඊමේල් ලිපිනය,மின்னஞ்சல் முகவரி,ఈమెయిల్ చిరునామా,ที่อยู่อีเมล์,E-posta Adresi,Адреса електронної пошти,ای میل ایڈریس,Địa chỉ email,Ikheli le-imeyili,Email Address,Enderezo de correo electrónico,ელ.ფოსტის მისამართი,"כתובת דוא""ל",Imejl adresa,ઇમેઇલ સરનામું,Anwani ya Barua Pepe
role,,Role,Rolle,Rol,Rôle,Função,Ruolo,Rol,Rola,Роль,役割,角色,Cargo,Роля,Role,Rolle,Roll,Rooli,Ρόλος,Szerep,Loma,Vaidmuo,Rol,Rola,Vloga,Roll,भूमिका,Rol,Roli,ሚና,دور,Դեր,Rol,ভূমিকা,Rola,Роля,အခန်းကဏ္ဍ,Rol,Uloga,Hlutverk,Peran,ಪಾತ್ರ,Рөл,តួនាទី,역할,Ролу,ບົດບາດ,Улога,Peranan,റോൾ,Үүрэг,भूमिका,Rolle,نقش,ਭੂਮਿਕਾ,Rola,භූමිකාව,பங்கு,పాత్ర,บทบาท,Rol,Роль,کردار,Vai trò,Indima,Tungkulin,Papel,როლი,תפקיד,Uloga,ભૂમિકા,Wajibu
view_or_edit_attendance_details,,View / edit attendance details,Details zur Teilnahme ansehen/bearbeiten,Ver / editar detalles de asistencia,Afficher / modifier les détails de présence,Visualizar / editar detalhes de presença,Visualizza/modifica i dettagli della partecipazione,Bekijk / bewerk aanwezigheidsdetails,Wyświetl / edytuj szczegóły obecności,Просмотр / редактирование деталей посещения,参加情報の表示/編集,查看/编辑出勤详情,Visualizar / editar detalhes de presença,Преглед / редакция на детайли за присъствие,Zobrazit / Upravit údaje o účasti,Se / rediger oplysninger om deltagelse,Vaata / muuda osalemise andmeid,Näytä / muokkaa osallistumistietoja,Προβολή / επεξεργασία λεπτομερειών παρουσίας,Megtekintés / részvételi adatok szerkesztése,Apskatiet / labojiet apmeklējuma datus,Peržiūrėti / redaguoti dalyvavimo detales,Vizualizare / editare detalii participare,Zobraziť/upraviť detaily účasti,Preglej/uredi podrobnosti udeležbe,Visa / redigera deltagardetaljer,उपस्थिति विवरण देखें / संपादित करें,Bekyk / wysig bywoningsbesonderhede,Shiko / ndrysho detajet e pjesëmarrjes,የተሳታፊነት ዝርዝሮችን ማየት / ማስተካከል,عرض / تعديل تفاصيل الحضور,Դիտել / խմբագրել հաճախորդության մանրամասները,Tədbirə qatılım məlumatlarını görüntülə / redaktə et,উপস্থিতি বিবরণ দেখুন / সম্পাদনা করুন,Ikusi / editatu bertaratzearen xehetasunak,Прагляд / рэдагаванне дадзеных аб удзеле,တက်ရောက်မှုအသေးစိတ်ကြည့်ရန် / ပြင်ဆင်ရန်,Veure / editar detalls de l'assistència,Pregledaj / uredi detalje prisutnosti,Skoða / breyta mætingarupplýsingum,Lihat / edit detail kehadiran,ಹಾಜರಾತಿ ವಿವರಗಳನ್ನು ವೀಕ್ಷಿಸಿ / ಸಂಪಾದಿಸಿ,Қатысу мәліметтерін қарау / өңдеу,មើល / កែសម្រួលព័ត៌មានវត្តមាន,출석 세부 정보 보기/수정,Катышуу маалыматтарын көрүү / оңдоо,ເບິ່ງ / ແກ້ໄຂລາຍລະອຽດການເຂົ້າເຊີນ,Преглед / уреди детали за присуство,Lihat / sunting butiran kehadiran,ഹാജരായിരിക്കുന്ന വിവരങ്ങൾ കാണുക / തിരുത്തുക,Үзэх / ирц дэлгэрэнгүйг засварлах,उपस्थिति विवरण हेर्नुहोस् / सम्पादन गर्नुहोस्,Se / rediger oppmøtedetaljer,مشاهده / ویرایش جزئیات حضور,ਉਪਸਥਿਤੀ ਵੇਰਵੇ ਦੇਖੋ / ਸੋਧੋ,Visualisar / modifitgar detagls da preschientscha,පැමිණීමේ විස්තර බලන්න / සංස්කරණය කරන්න,கலந்துரையாடல் விவரங்களை பார்வையிடு / திருத்து,హాజరు వివరాలను చూడండి / సవరించండి,ดู / แก้ไขรายละเอียดการเข้าร่วม,Katılım detaylarını görüntüle / düzenle,Переглянути / редагувати деталі участі,حاضری کی تفصیلات دیکھیں / ترمیم کریں,Xem / chỉnh sửa chi tiết tham dự,Buka / hlela imininingwane yokuhambela,Tingnan / i-edit ang mga detalye ng pagdalo,Ver / editar detalles de asistencia,დასწრების დეტალების ნახვა / რედაქტირება,צפה / ערוך את פרטי הנוכחות,Pregledaj / izmeni detalje prisustva,હાજરી વિગતો જુઓ / સંપાદિત કરો,Angalia / hariri maelezo ya mahudhurio
attendee_status,,Attendee status,Teilnahmestatus,Estado del asistente,Statut du participant,Status do participante,Stato del partecipante,Deelnemersstatus,Status uczestnika,Статус участника,参加者の状態,参与者状态,Status do participante,Статус на участника,Stav účastníka,Deltagerstatus,Osaleja staatus,Osallistujan tila,Κατάσταση συμμετέχοντα,Résztvevő állapota,Dalībnieka statuss,Dalyvio būsena,Starea participantului,Stav účastníka,Status udeleženca,Deltagarstatus,प्रतिभागी स्थिति,Genooide se status,Statusi i pjesëmarrësit,የእንቅስቃሴ ሁኔታ,حالة المشارك,Մասնակցության վիճակը,İştirakçı statusu,অংশগ্রহণকারীর অবস্থা,Bertaratze-egoera,Статус удзельніка,တက်ရောက်သူအခြေအနေ,Estat de l'assistent,Status sudionika,Staða þátttakanda,Status peserta,ಭಾಗವಹಿಸುವವರ ಸ್ಥಿತಿ,Қатысушының мәртебесі,ស្ថានភាពអ្នកចូលរួម,참석자 상태,Катышуучунун абалы,ສະຖານະຜູ້ເຂົ້າຮ່ວມ,Статус на учесникот,Status peserta,പങ്കെടുക്കുന്നവരുടെ സ്ഥിതി,Оролцогчийн байдал,उपस्थितको स्थिति,Deltakerstatus,وضعیت شرکت‌کننده,ਉਪਸਥਿਤੀ ਸਥਿਤੀ,Status da participants,ක්‍රියාකාරී තත්වය,பங்கேற்பாளரின் நிலை,హాజరు స్థితి,สถานะผู้เข้าร่วม,Katılımcı durumu,Статус учасника,حاضری کی حیثیت,Trạng thái người tham dự,Isimo somhlanganyeli,Katayuan ng dumalo,Estado do asistente,დასწრების სტატუსი,סטטוס משתתף,Status učesnika,હાજરી સ્થિતિ,Hali ya mshiriki
REQUIRED,,Required,Erforderlich,Requerido,Exigé,Obrigatório,Richiesto,Vereist,Wymagane,Требуется,必須,必填,Obrigatório,Задължително,Požadováno,Påkrævet,Nõutav,Pakollinen,Απαιτείται,Kötelező,Nepieciešams,Reikalingas,Obligatoriu,Povinné,Zahtevano,Krävs,आवश्यक,Vereis,Kërkohet,አስፈላጊ,مطلوب,Պահանջվում է,Tələb olunur,প্রয়োজনীয়,Beharrezkoa,Патрабуецца,လိုအပ်သည်,Obligatori,Potrebno,Nauðsynlegt,Diperlukan,ಅಗತ್ಯವಿದೆ,Қажет,តម្រូវការ,필수,Талап кылынат,ທີ່ຈໍາເປັນ,Потребно,Diperlukan,ആവശ്യമാണ്,Шаардлагатай,आवश्यक,Påkrevd,ضروری,ਲੋੜੀਂਦਾ,Obliguond,අවශ්‍යයි,தேவைப்படுகிறது,అవసరం,ต้องการ,Gerekli,Потрібно,ضروری,Yêu cầu,Kudingekile,Kinakailangan,Obrigatorio,საჭიროა,נדרש,Obavezno,જરૂરી,Inahitajika
OPTIONAL,,Optional,Optional,Opcional,Facultatif,Opcional,Facoltativo,Optioneel,Opcjonalnie,Необязательно,オプショナル,可选的,Opcional,По избор,Volitelné,Valgfri,Valikuline,Valinnainen,Προαιρετικό,Opcionális,Izvēles,Pasirinktinai,Opțional,Voliteľné,Neobvezno,Valfri,वैकल्पिक,Opsioneel,Opsionale,አማራጭ,اختياري,Ընտրովիր,Seçimlik,ঐচ্ছিক,Aukerakoa,Неабавязкова,ရွေးယူနိုင်သည်,Opcional,Neobavezno,Valfrjálst,Opsional,ಐಚ್ಛಿಕ,Қосымша,ស្រេចចិត្ត,선택 사항,Ыктыярдуу,ທາງເລືອກ,Опционално,Pilihan Malaysia,ഐച്ഛികം,Сонголт боломжтой,वैकल्पिक,Valgfritt,اختیاری,ਵਿਕਲਪਿਕ,Facultativ,විකල්ප වේ.,விருப்பத்தேர்வு,ఐచ్ఛికం,ตัวเลือกเสริม,İsteğe Bağlı,Необов'язково,اختیاری,Tùy chọn,Ongakukhetha,Opsyonal,Opcional,არჩევითი,אופציונלי,Opciono,વૈકલ્પિક,Hiari
RESOURCE,,Resource,Ressource,Recurso,Ressource,Recurso,Risorsa,Bron,Zasób,Ресурс,リソース,资源,Recurso,Ресурс,Zdroj,Ressource,Ressurss,Resurssi,Πόρος,Erőforrás,Resurss,Išteklius,Resursă,Zdroj,Vir,Resurs,संसाधन,Hulpbron,Burim,ምንጭ,مورد,Ռեսուրս,Resurs,সম্পদ,Baliabide,Рэсурс,အရင်းအမြစ်,Recurs,Resurs,Auðlind,Sumber daya,ಸಂಪನ್ಮೂಲ,Ресурс,ធនធាន,리소스,Ресурс,ຊັບພະຍາກອນ,Ресурс,Sumber,വിഭവം,Нөөц,स्रोत,Ressurs,منبع,ਸਰੋਤ,Resursa,සම්පත,வளம்,వనరు,ทรัพยากร,Kaynak,Ресурс,وسیلہ,Nguồn lực,Isixazululo,Mapagkukunan,Recurso,რესურსი,משאב,Resurs,સંપદा,Rasilimali
ACCEPTED,,Accepted,Akzeptiert,Aceptado,Accepté,Aceito,Accettato,Geaccepteerd,Zaakceptowane,Принято,承認済み,已接受,Aceito,Прието,Přijato,Accepteret,Vastu võetud,Hyväksytty,Αποδεκτό,Elfogadva,Pieņemts,Priimta,Acceptat,Prijať,Sprejeto,Godkänd,स्वीकृत,Aanvaar,Pranuar,ተቀበለ,مقبول,Համաձայնել եմ,Qəbul edildi,গৃহীত,Onartua,Прынята,လက်ခံပြီး,Acceptat,Prihvaćeno,Samþykkt,Diterima,ಸ್ವೀಕೃತವಾಗಿದೆ,Қабылданды,បានទទួលយក,수락됨,Кабыл алынды,ຍອມຮັບ,Прифатено,Diterima,സ്വീകരിച്ചു,Зөвшөөрөгдсөн,स्वीकार गरियो,Akseptert,پذیرفته شد.,ਸਵੀਕਾਰਿਆ ਗਿਆ,Acceptà,පිළිගත්,ஏற்கப்பட்டது,ఆమోదించబడింది,ยอมรับแล้ว,Kabul Edildi,Прийнято,قبول کیا گیا,Đã chấp nhận,Yamukelwe,Tinanggap,Aceptado,მიღებულია,מאושר,Prihvaćeno,સ્વીકાર્યું,Imekubaliwa
DECLINED,,Declined,Abgelehnt,Rechazado,Refusé,Recusado,Rifiutato,Geweigerd,Odrzucone,Отклонено,却下されました,已拒绝,Recusado,Отказан,Odmítnuto,Afvist,Keeldutud,Hylätty,Απορρίφθηκε,Elutasítva,Noraidīts,Atmesta,Refuzat,Zamietnuté,Zavrnjeno,Nekad,अस्वीकृत,Geweier,Refuzuar,ተከለከለ,مرفوض,Մերժված է,İmtina edildi,প্রত্যাখ্যাত,Baztertua,адхілены,ငြင်းပယ်ခဲ့သည်,Rebutjat,Odbijeno,Hafnað,Ditolak,ನಿರಾಕರಿಸಲಾಗಿದೆ,Бас тартылды,បានបដិសេធ,거절됨,Четке кагылды,ປະຕິເສດ,Одбиено,Ditolak,നിരസിച്ചു,Татгалзсан,अस्वीकार गरियो,Avslått,رد شده,ਅਸਵੀਕਾਰ ਕੀਤਾ ਗਿਆ,Refusà,ප්‍රතික්ෂේප කරන ලදී,நிராகரிக்கப்பட்டது,తిరస్కరించబడింది,ปฏิเสธแล้ว,Reddedildi,Відхилено,مسترد کر دیا گیا,Từ chối,Yaliwe,Tinanggihan,Rechazado,უარყოფილი,נדחה,Odbijeno,નકારી કાઢ્યું,Imekataliwa
INVITED,,Invited,Eingeladen,Invitado,Invité,Convidado,Invitato,Uitgenodigd,Zaproszono,Приглашённые,招待されました,受邀的,Convidado,Поканен,Pozvaní,Inviteret,Kutsutud,Kutsuttu,Προσκεκλημένος,Meghívott,Uzaicinātie,Pakviesti,Invitat,Pozvaný,Povabljeni,Inbjuden,आमंत्रित,Uitgenooi,Të ftuar,ተጋብዘዋል,مدعو,Հրավիրված,Dəvət edilmişdir,আমন্ত্রিত,Gonbidatuta,Запрошаныя,ဖိတ်ခေါ်ခဲ့သည်,Convidat,Pozvani,Bjóðað,Diundang,ಆಹ್ವಾನಿತರು,Шақырылды,ត្រូវបានអញ្ជើញ,초대됨,Чакырылган,ເຊີນຊວນ,Поканети,Dijemput,ക്ഷണിച്ചു,Урьж байна,निम्तो गरिएको,Invitert,دعوت شده,ਸੱਦਿਆ ਗਿਆ,Envidàs/envidadas,ආරාධිතයි,அழைக்கப்பட்டவர்கள்,ఆహ్వానించబడింది,เชิญแล้ว,Davet Edildi,Запрошені,مدعو کیا گیا,Được mời,Mememile,Inimbitahan,Convidado,მოწვეული,מוזמנ/ת,Pozvani,આમંત્રિત,Umealikwa
Daily,,Daily,Täglich,Diario,Quotidien,Diariamente,Quotidiano,Dagelijks,Codziennie,Ежедневно,毎日,每日,Diariamente,Ежедневно,Denně,Dagligt,Igapäevaselt,Päivittäin,Καθημερινά,Napi,Ikdienas,Kasdienai,Zilnic,Denne,Dnevno,Dagligen,प्रतिदिन,Daagliks,Ditore,ዕለታዊ,يوميًا,Օրական,Gündəlik,দৈনিক,Egunero,Штодзень,နေ့စဉ်,Diàriament,Svakodnevno,Daglega,Harian,ದಿನನಿತ್ಯa,Күнделікті,ប្រចាំថ្ងៃ,매일,Күн сайын,ວັນແຕ່ລະວັນ,Дневно,Setiap hari,ദിവസേന,Өдөр тутмын,दैनिक,Daglig,روزانه,ਰੋਜ਼ਾਨਾ,Diariamain,දිනපතා,தினசரி,ప్రతిరోజు,รายวัน,Günlük,Щоденно,روزانہ,Hàng ngày,Nsuku zonke,Araw-araw,Diario,ყოველდღიური,יומי,Dnevno,દૈનિક,Kila siku
Weekly,,Weekly,Wöchentlich,Semanalmente,Hebdomadaire,Semanalmente,Settimanale,Wekelijks,Tygodniowo,Еженедельно,週間ごとに,每周,Semanalmente,Седмично,Týdně,Ugentlig,Nädalane,Viikoittain,Εβδομαδιαία,Hetente,Iknedēļas,Savaitinis,Săptămânal,Týždenne,Tedensko,Veckovis,साप्ताहिक,Weekliks,Javore,ሳምንታዊ,أسبوعيًا,Շաբաթական,Həftəlik,সাপ্তাহিক,Astero,Штотыдзень,အပတ်စဉ်,Setmanalment,Tjedno,Vikulega,Mingguan,ವಾರಕ್ಕೊಮ್ಮೆ,Аптасына бір рет,ប្រចាំសប្តាហ៍,주간,Жумалык,ທຸກອາທິດ,Неделно,Mingguan,ആഴ്ചതോറും,Долоо хоног бүр,साप्ताहिक,Ukentlig,هفتگی,ਹਫ਼ਤਾਵਾਰी,Emnilmain,සතිපතා,வாராந்திரம்,వారంలో ఒకసారి,รายสัปดาห์,Haftalık,Щотижня,ہفتہ وار,Hàng tuần,Masonto onke,Lingguhan,Semanalmente,ყოველკვირაში,שבועי,Nedeljno,સાપ્તાહિક,Wikiendi
Monthly,,Monthly,Monatlich,Mensualmente,Mensuellement,Mensalmente,Mensile,Maandelijks,Miesięczny,Ежемесячно,月間,每月,Mensalmente,Месечно,Měsíčně,Månedlig,Igakuine,Kuukausittain,Μηνιαία,Havi,Ikmeņēji,Mėnesinis,Lunar,Mesačne,Mesečno,Månatlig,मासिक,Maandeliks,Mujore,ወርሃዊ,شهريًا,Ամսական,Aylıq,মাসিক,Hilero,Штомесячна,လစဉ်,Mensualment,Mjesečno,Mánaðarlega,Bulanan,ಮಾಸಿಕ,Ай сайын,ប្រចាំខែ,월간,Ай сайын,ດຸ່ນລາຍເດືອນ,Месечно,Bulanan,പ്രതിമാസം,Сар бүр,मासिक,Månedlig,ماهانه,ਮਾਸਿਕ,Mintgail mais,මාසිකව,மாதந்தோறுм,నెలవారీ,รายเดือน,Aylık,Щомісяця,ماہانہ,Hàng tháng,Ngenyanga,Buwanan,Mensualmente,ყოველთვიური,חודשי,Mesečno,માસિક,Kila Mwezi
Yearly,,Yearly,Jährlich,Anualmente,Annuel,Anualmente,Annuale,Jaarlijks,Rocznie,Ежегодно,年次,每年,Anualmente,Годишен,Ročně,Årligt,Iga-aastane,Vuosittain,Ετήσια,Évenkénti,Ikgadējs,Kasmetinis,Anual,Ročne,Letno,Årligen,वार्षिक,Jaarliks,Vjetor,ዓመታዊ,سنويًا,Ամենամյա,İllik,বার্ষিক,Urtero,Штогоднае,နှစ်စဉ်,Anualment,Godišnje,Árlega,Tahunan,ವಾರ್ಷಿಕೋತ್ಸವದ,Жыл сайынғы,ប្រចាំឆ្នាំ,매년,Жыл сайын,ປະຈຳປີ,Годишно,Tahunan,വാർഷികം,Жил бүр,वार्षिक,Årlig,سالانه,ਸਾਲਾਨਾ,Mintg'onn,වාර්ෂිකව,ஆண்டு தோறுм்,వార్షికం,รายปี,Yıllık,Щорічно,سالانہ,Hàng năm,Minyaka yonke,Taunan,Anualmente,წლიური,שנתי,Godišnje,વાર્ષિકો,Kila mwaka
all,,All,Alle,Todo,Tous,Todos,Tutti,Alle,Wszystko,Все,すべて,全部,Tudo,Всички,Všechno,Alle,Kõik,Kaikki,Όλα,Minden,Visi,Visi,Toate,Všetko,Vse,Alla,सभी,Almal,Të gjitha,ሁሉም,الكل,Բոլորը,Bütün,সব,Guztiak,Усе,အားလုံး,Tot,Svi,Allt,Semua,ಎಲ್ಲಾ,Барлық,ទាំងអស់,모두,Баары,ທັງໝົດ,Сите,Semua,എല്ലാം,Бүгд,सबै,Alle,همه,ਸਭਿ,Tut,සියල්ල,அனைத்து,అన్ని,ทั้งหมด,Hepsi,Всі,سب,Tất cả,Konke,Lahat,Todo,ყველა,כל,Svi,બધા,Wote
cancel,,Cancel,Abbrechen,Cancelar,Annuler,Cancelar,Annulla,Annuleren,Anuluj,Отмена,キャンセル,取消,Cancelar,Отмяна,Zrušit,Annuller,Tühista,Peruuta,Ακύρωση,Mégse,Atcelt,Atšaukti,Anulează,Zrušiť,Prekliči,Avbryt,रद्द करें,Kanselleer,Anulo,ሰርዝ,إلغاء,Չեղարկել,Ləğv et,বাতিল করুন,Utzi,Адмяніць,ပယ်ဖျက်ရန်,Cancel·la,Odustani,Hætta við,Batalkan,ರದ್ದುಮಾಡಿ,Болдырмау,បោះបង់,취소,Жокко чыгаруу,ຍົກເລີກ,Откажи,Batal,റദ്ദാക്കുക,Цуцлах,रद्द गर्नुहोस्,Avbryt,لغو کردن,ਰੱਦ ਕਰੋ,Annulaziun,අවලංගු කරන්න,ரத்து செய்யவும்,రద్దు,ยกเลิก,İptal et,Скасувати,منسوخ کریں,Hủy,Khansela,Kanselahin,Cancelar,გაუქმება,ביטול,Откажи,રદ્દ કરો,Ghairi
reset,,Reset,Zurücksetzen,Restablecer,Réinitialiser,Redefinir,Reimposta,Opnieuw instellen,Resetuj,Сбросить,リセット,重置,Redefinir,Нулиране,Obnovit,Nulstil,Lähtesta,Nollaa,Επαναφορά,Visszaállítás,Atiestatīt,Atstatyti,Resetați,Obnoviť,Ponastavi,Återställ,रीसेट करें,Herstel,Rivendos,እንደገና ቀን ይመልሱ,إعادة تعيين,Վերակայել,Sıfırla,রিসেট করুন,Berrezarri,Скід,ပြန်လည်သတ်မှတ်ပါ,Restablir,Poništi,Endurstilla,Atur Ulang,ಹಿಂದಿಗಿರಿಸಿ,Қалпына келтіру,កំណត់ឡើងវិញ,재설정,Кайра баштоо,ກູ້ຄືນ,Ресетирај,Tetapkan Semula,പുനഃക്രമീകരിക്കുക,Шинээр тохируулах,रिसेट,Tilbakestill,تنظیم مجدد,ਰੀਸੈੱਟ,Reimposta,අලුත්කරන්න,மீட்டமைக்கவும்,రీసెట్,รีเซ็ต,Sıfırla,Скинути,ری سیٹ کریں,Đặt lại,Setha Kabusha,I-reset,Restablecer,აღდგენა,איפוס,Poništi,રીસેટ,Weka Upya
calendar,,Calendar,Kalender,Calendario,Calendrier,Calendário,Calendario,Agenda,Kalendarz,Календарь,カレンダー,日历,Calendário,Календар,Kalendář,Kalender,Kalender,Kalenteri,Ημερολόγιο,Naptár,Kalendārs,Kalendorius,Calendar,Kalendár,Koledar,Kalender,कैलेंडर,Kalender,Kalendari,ካሌንደር,التقويم,Օրացույց,Təqvim,ক্যালেন্ডার,Egutegia,Каляндар,ပြက္ခ ဒရ်မှတ်,Calendari,Kalendar,Dagatal,Kalender,ಕ್ಯಾಲೆಂಡರ್,Күнтізбе,ប្រតិទិន,달력,Жылнаама,ປະຕິທິນ,Календар,Kalendar,കാലണ്ടർ,Цагийн хуваарь,क्यालेन्डर,Kalender,تقویم,ਕੈਲੰਡਰ,Chalendar,දින දර්ශනය,நாட்காட்டி,క్యాలెండర్,ปฏิทิน,Takvim,Календар,کیلنڈر,Lịch,Ikhalenda,Kalendaryo,Calendario,კალენდარი,לוח שנה,Kalendar,કેલેન્ડર,Kalenda
confirm_cancellation,Cancelling of an calendar event,Delete event,Termin löschen,Eliminar evento,Supprimer le rendez-vous,Cancelar compromisso,Elimina evento,Afspraak verwijderen,Usuń termin,Удалить встречу,予定を削除,删除预约,Excluir evento,Изтриване на среща,Smazat událost,Slet aftale,Kustuta sündmus,Poista tapahtuma,Διαγραφή ραντεβού,Időpont törlése,Dzēst tikšanos,Panaikinti terminą,Ștergeți evenimentul,Zrušiť termín,Izbriši termin,Radera möte,ईवेंट हटाएं,Termyn uitvee,Fshij takimin,ቀጠሮ ማጥፋት,حذف الموعد,Հանդիպման ջնջում,Tərtibatı sil,টারমিন মুছে ফেলুন,Termina ezabatu,Выдаліць сустрэчу,ရက်ချိန်းကိုဖျက်ရန်,Esborrar cita,Izbriši termin,Eyða viðburði,Hapus janji temu,ಕಾರ್ಯಕ್ರಮವನ್ನು ರದ್ದುಮಾಡಿ,Кездесуді жою,លុប​កិច្ចប្រជុំ,일정 삭제,Жолугушууну жокко чыгаруу,ລຶບນັດ,Откажи термин,Padam janji temu,അവസാനം റദ്ദാക്കുക,Цаглал устгах,कार्यक्रम हटाउनुहोस्,Slett avtale,حذف قرار,ਟਰਮਿਨ ਹਟਾਓ,Stizzar termin,කාලසටහනේ අවස්ථාව මකා දමන්න.,நிகழ்வை இரத்து செய்யவும்,కాలెండర్ ఈవెంట్ ని తొలగించు,ลบกิจกรรม,Randevuyu sil,Видалити подію,تقریب منسوخ کریں,Xóa cuộc hẹn,Susa umcimbi,Kanselahin ang appointment,Eliminar evento,შეხვედრის გაუქმება,למחוק פגישה,Otkaži termin,કાર્યક્રમ રદ કરો,Futa tukio
